date,entity,value,volume
2024-01-29,region_north,18900.0,
2024-01-29,region_south,12400.0,
2024-01-29,region_east,9900.0,
2024-01-30,region_north,18600.0,
2024-01-30,region_south,12100.0,
2024-01-30,region_east,9600.0,
2024-01-31,region_north,18300.0,
2024-01-31,region_south,11800.0,
2024-01-31,region_east,9300.0,
2024-02-01,region_north,18000.0,
2024-02-01,region_south,11500.0,
2024-02-01,region_east,9000.0,
2024-02-02,region_north,17700.0,
2024-02-02,region_south,11200.0,
2024-02-02,region_east,8700.0,
2024-02-03,region_north,17400.0,
2024-02-03,region_south,10900.0,
2024-02-03,region_east,8400.0,
2024-02-04,region_north,17100.0,
2024-02-04,region_south,10600.0,
2024-02-04,region_east,8100.0,
2024-02-05,region_north,18900.0,
2024-02-05,region_south,12400.0,
2024-02-05,region_east,9900.0,
2024-02-06,region_north,18600.0,
2024-02-06,region_south,12100.0,
2024-02-06,region_east,9600.0,
2024-02-07,region_north,18300.0,
2024-02-07,region_south,11800.0,
2024-02-07,region_east,9300.0,
2024-02-08,region_north,18000.0,
2024-02-08,region_south,11500.0,
2024-02-08,region_east,9000.0,
2024-02-09,region_north,17700.0,
2024-02-09,region_south,11200.0,
2024-02-09,region_east,8700.0,
2024-02-10,region_north,17400.0,
2024-02-10,region_south,10900.0,
2024-02-10,region_east,8400.0,
2024-02-11,region_north,17100.0,
2024-02-11,region_south,10600.0,
2024-02-11,region_east,8100.0,
2024-02-12,region_north,18900.0,
2024-02-12,region_south,12400.0,
2024-02-12,region_east,9900.0,
2024-02-13,region_north,18600.0,
2024-02-13,region_south,12100.0,
2024-02-13,region_east,9600.0,
2024-02-14,region_north,18300.0,
2024-02-14,region_south,11800.0,
2024-02-14,region_east,9300.0,
2024-02-15,region_north,18000.0,
2024-02-15,region_south,11500.0,
2024-02-15,region_east,9000.0,
2024-02-16,region_north,17700.0,
2024-02-16,region_south,11200.0,
2024-02-16,region_east,8700.0,
2024-02-17,region_north,17400.0,
2024-02-17,region_south,10900.0,
2024-02-17,region_east,8400.0,
2024-02-18,region_north,17100.0,
2024-02-18,region_south,10600.0,
2024-02-18,region_east,8100.0,
2024-02-19,region_north,18900.0,
2024-02-19,region_south,12400.0,
2024-02-19,region_east,9900.0,
2024-02-20,region_north,18600.0,
2024-02-20,region_south,12100.0,
2024-02-20,region_east,9600.0,
2024-02-21,region_north,18300.0,
2024-02-21,region_south,11800.0,
2024-02-21,region_east,9300.0,
2024-02-22,region_north,18000.0,
2024-02-22,region_south,11500.0,
2024-02-22,region_east,9000.0,
2024-02-23,region_north,17700.0,
2024-02-23,region_south,11200.0,
2024-02-23,region_east,8700.0,
2024-02-24,region_north,17400.0,
2024-02-24,region_south,10900.0,
2024-02-24,region_east,8400.0,
2024-02-25,region_north,17100.0,
2024-02-25,region_south,10600.0,
2024-02-25,region_east,8100.0,
2024-02-26,region_north,18900.0,
2024-02-26,region_south,12400.0,
2024-02-26,region_east,9900.0,
2024-02-27,region_north,18600.0,
2024-02-27,region_south,12100.0,
2024-02-27,region_east,9600.0,
2024-02-28,region_north,18300.0,
2024-02-28,region_south,11800.0,
2024-02-28,region_east,9300.0,
2024-02-29,region_north,18000.0,
2024-02-29,region_south,11500.0,
2024-02-29,region_east,9000.0,
2024-03-01,region_north,17700.0,
2024-03-01,region_south,11200.0,
2024-03-01,region_east,8700.0,
2024-03-02,region_north,17400.0,
2024-03-02,region_south,10900.0,
2024-03-02,region_east,8400.0,
2024-03-03,region_north,17100.0,
2024-03-03,region_south,10600.0,
2024-03-03,region_east,8100.0,
2024-03-04,region_north,18900.0,
2024-03-04,region_south,12400.0,
2024-03-04,region_east,9900.0,
2024-03-05,region_north,18600.0,
2024-03-05,region_south,12100.0,
2024-03-05,region_east,9600.0,
2024-03-06,region_north,18300.0,
2024-03-06,region_south,11800.0,
2024-03-06,region_east,9300.0,
2024-03-07,region_north,18000.0,
2024-03-07,region_south,11500.0,
2024-03-07,region_east,9000.0,
2024-03-08,region_north,17700.0,
2024-03-08,region_south,11200.0,
2024-03-08,region_east,8700.0,
2024-03-09,region_north,17400.0,
2024-03-09,region_south,10900.0,
2024-03-09,region_east,8400.0,
2024-03-10,region_north,17100.0,
2024-03-10,region_south,17825.0,
2024-03-10,region_east,8100.0,
